Gene_symbol Ratio_2h Ratio_6h Ratio_12h Ratio_18h Ratio_24h Count_2h Count_6h Count_12h Count_18h Count_24h
NUPL2 0.028910822837854 0.424010052278183 0.228520038452283 0.059434801158764 -0.17018145776525 4 5 2 4 4
NUTF2 0.115284870903967 -0.455544224775742 -0.0974759590132686 -0.067087964801147 0.101365965283026 8 8 9 9 8
NVL -0.00460925325258967 0.408320583064263 -0.271545198485687 -0.0229004021100788 0.285002827960929 5 6 2 2 6
NXF1 -0.0157829972409274 -0.0954518810856606 -0.171334947398768 -0.189160371036376 -0.235236889089815 18 18 12 22 15
NXN 0.0398441886676393 0.134714606254138 0.419159873183144 0.655603240128294 0.799294780538655 28 24 21 27 26
OAT 0.0433039440762753 -0.120882733248652 0.107849929136696 0.037695302761799 -0.0289934118795487 33 35 34 34 33
OCIAD1 0.0657477179059455 0.02000395623111 0.00721706985628994 0.0136109101379403 0.0067966513638756 17 18 13 14 17
OCIAD2 -0.0637790297705712 -0.149779630575903 -0.0551956542421247 -0.0596321598820996 0.0613604006650064 6 4 4 6 4
OGDH -0.0775164697020952 -0.141040345433593 0.00589823636778517 -0.044464066513246 0.217977323722135 19 29 22 20 27
OGFOD1 0.0263226062993014 0.211264182179956 -0.113700499164728 0.0852058881373999 -0.0844725169369015 6 6 5 6 6
OGFR 0.0665633289351014 -0.141432790929296 -0.0113525072299052 -0.146133828893375 0.0156804396958355 11 11 8 12 10
OGT 0.0110935869033882 -0.000865357443253293 -0.0762854428089158 -0.297837035886644 -0.36109457017632 28 36 35 39 42
OLA1 0.0207501967415267 -0.0997664862929298 -0.0210532520540752 -0.0419438299701673 -0.0592168165537987 36 36 33 35 36
OPA1 -0.149259365499623 -0.107821755912854 -0.105543992198926 -0.136585152847626 -0.0287105859541402 22 27 17 18 25
ORC2L -0.188021051416948 0.0173440440421523 -0.22909566135538 -0.00934717225925265 -0.139207520271254 5 5 3 4 5
ORC3L -0.0361868028478463 -0.276437110436282 0.0877487035244823 0.23068525706586 0.167506908120426 3 2 3 3 2
OS9 0.159718058573055 -0.0896337361068956 0.254014080798896 0.225733722127429 0.303098109192159 2 2 2 3 3
OSBP 0.0432147475071425 -0.0170667241898333 0.056656242028828 0.116316629187983 0.116254077373852 21 20 19 19 31
OSBPL11 0.172067189838544 0.120811814988918 0.136997226640528 0.193783194834015 0.208544303377552 6 9 8 9 9
OSBPL2 -0.114766792665514 -0.0284277045726674 -0.248656270004403 -0.0662614422687213 -0.341074882994498 4 6 5 4 7
OSBPL5 -0.0941009164388664 -0.0919367382105852 -0.313942357292346 -0.539133990334676 -0.445091014844044 4 3 3 3 2
OSBPL8 0.00304730257225832 -0.0866479127551882 0.0694972968407827 0.015578351037639 0.201310733669421 19 19 18 20 21
OSBPL9 -0.0490730966543056 -0.0423641752480078 0.0346626737822768 0.0625802732610509 0.146195926709742 12 10 10 11 11
OSGEP 0.103828920517217 0.031076136269936 -0.119156941873632 0.139315243118095 0.137679543282333 8 9 6 10 10
OSTF1 0.153671171678781 0.0513842023764284 0.234634992450195 0.492707695365616 0.770658186956446 1 4 3 3 4
OTUB1 -0.0677763720484928 -0.0409625477784978 -0.0295588974491164 0.0140187514800698 0.0286900551071001 43 34 38 40 42
OTUD5 -0.00863030514344 0.0154325226277253 0.033687670184833 0.000360718851957818 -0.0865120465742818 3 5 5 6 7
OTUD6B 0.227472427756053 0.135142322569224 0.0912946740642051 -0.0993625397577723 -0.104470857762917 4 4 4 5 2
OXA1L 0.00540579460181554 -0.115832298652565 0.230651400522141 0.170231606716465 0.250903434094573 2 4 4 5 5
OXCT1 0.00760860413288818 0.0145578615814599 0.0215846872926384 0.0857875829817063 0.0865839667146946 23 26 20 23 24
OXSM 0.0704665141408361 -0.00733904600816206 -0.142217361803823 0.217121796856736 0.145621281351108 9 9 3 4 10
OXSR1 0.0913715231216983 0.0463399133457402 0.182867956330866 0.249342047818766 0.160572454025261 18 17 17 17 18
P4HA1 0.244753471747748 0.149696626061881 0.0815527003892703 0.151987063589206 -0.0100636833446974 14 15 12 9 10
P4HB 0.0496211738344784 0.109483265835623 0.0208380151250753 0.0148056283778268 0.0565962241385888 38 50 38 51 43
PA2G4 0.00168894142135029 0.067651528064208 0.029058020095523 -0.047398788875411 -0.0692897127155347 39 40 37 42 40
PAAF1 0.0877640352783454 0.111944538785934 0.0848233220295424 0.311810687553872 0.31528896376377 10 9 6 10 6
PABPC1 -0.0340748202705722 -0.0127831846982896 -0.0985543072207294 -0.133958010100549 -0.261590988964125 71 67 65 76 73
PABPC4 0.123009681565501 0.0837068092442552 -0.00216242115062078 -0.120617361217942 -0.24379092506481 17 23 17 23 23
PABPN1 -0.047398788875411 0.0453421010502721 -0.0455827600196351 -0.0309716424120756 -0.0658480033660813 34 31 32 31 31
PACS1 -0.094911647025467 0.0375620290770118 -0.0519984677970024 0.191590235293647 0.257804030068417 2 3 2 3 3
PACSIN1 0.0918480786684546 0.145701079520354 0.00881287532537309 -0.106482330469981 0.00763761089936631 9 10 11 8 8
PACSIN2 0.0128829086687609 0.0556062892578927 0.0442110890358811 0.133163218982304 0.132957547983304 19 16 16 16 22
PAF1 0.0958049517621254 0.142894837314668 0.071087761325717 0.0681656853345946 0.0280426645849916 13 16 12 13 15
PAFAH1B1 -0.0637790297705712 -0.0302654428576696 0.0292346766313629 0.101969697302445 0.0400073382912834 18 17 15 20 20
PAFAH1B2 0.0258965840249121 -0.0981500210920115 0.0272191329449441 0.0358305905991994 0.042991780208132 7 6 5 7 5
PAFAH1B3 0.0255587937203589 -0.0367494764278683 0.0930016871831542 0.190947818542497 0.242328113394133 11 8 6 7 11
PAICS -0.00891709473605306 -0.00662118012237995 -0.0375930755402331 -0.127369146616222 -0.168128529576949 43 45 44 47 51
PAIP1 0.141334633297998 0.0590890672360519 -0.076695901830383 -0.0476779751444756 -0.0340748202705722 10 13 7 11 14
PAK1 0.146291723193236 0.0978260627857776 0.218866938553811 0.503650145644967 0.534725510292611 4 7 3 5 7
PAK2 0.0264842338699589 -0.0146409468817531 0.0437202676643288 0.0292346766313629 0.0546170331756347 37 37 31 39 35
PALLD 0.128850273340995 0.192661565979938 -0.100170319756977 -0.17951105027151 -0.197362184149163 16 17 13 16 21
PAN2 0.0657930175351512 0.050203631376794 0.159299106104952 0.1001437946098 0.230532908875662 7 3 3 4 4
PANK4 0.0865073722499217 0.0121698234627271 -0.0318186258263571 0.0873041535235067 0.0105121715204654 15 23 16 18 24
PAPOLA -0.034779158048019 0.0352391221473269 0.0628665656284923 0.058262648003346 -0.0377336274465149 12 21 15 11 19
PAPSS1 0.0760521850920743 0.0359637044252465 0.132878451559501 0.234668942609414 0.273883769736279 12 18 14 14 16
PARD3 0.558474026343896 0.180282773879645 0.0718002519954233 0.136124966136442 0.120074709870489 3 2 3 3 4
PARG 0.0131303879528886 0.0997727072073583 -0.0144981269993529 0.11741172518459 -0.0680516429977899 5 4 5 5 5
PARK7 0.0384655696534087 0.0562361692208841 0.0800269107078591 0.0939714317137053 0.120874564732456 9 14 17 15 13
PARN 0.0699363927556542 0.00933552254383309 0.187394988380718 0.0281750617419055 0.103456884144101 14 10 9 9 11
PARP1 0.0358305905991994 -0.28344770837798 -0.170053235302304 -0.369271040025094 -0.273098089178491 93 88 81 82 86
PARS2 -0.0206266505899579 -0.266156863646618 -0.047398788875411 0.115863189969504 0.16074984480755 3 4 3 3 3
PARVG 0.152933129959809 0.1203569609527 0.120592212377186 0.232972412579144 0.470468870674255 8 8 11 10 10
PATL1 0.100066476862552 0.0167455092760762 -0.0201999229434977 0.228570748592625 -0.0679140140884664 1 2 2 3 3
PAXIP1 0.119384995160939 0.0200917292005687 0.187394988380718 -0.492417240075858 0.124896235877796 2 4 2 4 5
PBK 0.100128330728854 0.279143696798123 0.300608280962034 0.27847859419188 0.59194035192964 2 4 4 4 4
PBRM1 0.0231964735104339 -0.147567207094632 -0.114766792665514 -0.275245489784668 -0.0994972011701899 31 37 28 34 31
PBX2 -0.0518592988352498 -0.00575926928868494 -0.105007524760974 -0.239398041566556 -0.347779026702262 2 4 4 3 3
PC 0.0930632388888173 -0.0518592988352498 0.106529057233663 0.0467422119794306 0.195830765655467 13 18 14 14 17
PCBD2 -0.0497701518163845 -0.257493447876156 -0.0688771408503078 0.0621885968002966 0.169485046544553 1 3 3 3 4
PCBP1 0.0197699210828822 0.0447020774473149 0.0847315212569688 0.0252944912480817 0.0478304702987233 22 21 23 21 31
PCBP2 0.00814532374244773 0.0626254735422212 0.0751855965501487 -0.042224073762985 -0.0735460609151547 27 28 33 29 44
PCBP3 -0.1947174628936 -0.123931008319631 0.00749258289871241 0.0553364248648709 -0.00345831977241101 10 9 10 9 10
PCF11 0.0102070222174862 -0.0974759590132686 -0.129744605507819 -0.174022842055414 -0.265916914366915 13 14 14 14 14
PCID2 -0.0264459803038008 0.00850808519673984 0.0439730941837669 -0.0136409106693863 -0.00690836934217753 14 18 18 19 15
PCIF1 0.138918058125115 0.32440082802746 0.0726344647266216 -0.0187765851791832 -0.0322419311374939 5 6 5 4 3
PCM1 0.0452378918108208 0.0724827538015238 -0.0109230271847919 0.0126936884446993 -0.28226186658765 12 15 11 14 18
PCMT1 0.0314889456452414 -0.087191249562623 0.0119806967358746 0.0206770188384587 0.046801821319007 29 28 26 27 30
PCNA 0.0634845480616498 0.0312677830760071 0.0502484455447817 0.0183665069062738 0.0141207298328884 38 39 47 45 39
PCNT -0.0483757045389762 0.116488660662409 -0.0969364825029571 0.0552165013360862 -0.0599089890186852 6 5 3 3 6
PCYOX1 -0.150689643247321 0.0564761958480456 0.202804361549897 0.158509872386634 0.375758703927476 7 6 2 3 5
PCYOX1L 1.11628535294191 0.759526906614784 0.439461113968804 0.157093556120337 0.33486195170318 2 3 3 3 4
PCYT1A -0.116630912036307 0.00212232199923461 0.250920601575857 0.539519529959989 0.798516688776489 10 9 10 10 10
PCYT2 0.0813542564538225 0.0149076623689703 0.191046633271364 0.172392315205485 0.19135959123779 5 6 5 3 7
PDCD10 0.00526099077147169 -0.0200576523412534 -0.11290026153255 0.0456101022351455 0.00686912857073752 16 14 9 12 15
PDCD11 -0.0429244451738409 -0.216610068742442 -0.0988237683796915 -0.207767937572171 -0.145612247166476 19 16 17 16 17
PDCD2 0.00749258289871241 0.0423973691573725 -0.103262626606085 -0.210014737709273 -0.360645202460216 2 5 3 2 3
PDCD4 -0.120484656895456 -0.0260209707143701 0.00349555332649007 -0.129480858698878 -0.216361734971127 7 8 4 6 9
PDCD5 0.0169060674022102 0.149712630488611 -0.0472591754780128 -0.0675010485665715 -0.0521376233351752 12 15 10 19 11
PDCD6 0.0128537962496608 -0.0416635317293615 0.0502185692781178 0.0469210473874927 0.0165557817976758 17 15 13 18 13
PDCD6IP -0.00733904600816206 -0.0180643893603616 0.0171834371687314 0.077238887257453 0.0296911394945487 56 58 54 61 62
PDCL3 0.17871428951857 0.0149368162633623 0.643946361032661 -0.0216218578515189 -0.110496881917402 4 8 1 5 7
PDE12 -0.130667339815507 -0.0765590951316044 0.0355939741192039 -0.115432826120347 0.097085174316092 14 19 12 17 19
PDHA1 -0.140255134034916 -0.0714881055841823 0.0045371895497553 0.00827590735823597 0.0356235490570064 14 17 13 19 17
PDHB -0.0567222423745403 -0.131326074606591 -0.0935601761623379 -0.0528331997629446 0.0323149189258543 34 32 32 39 37
PDIA3 0.0492479272614312 0.0624898769469241 0.0453569886989701 0.0637107053513445 0.118288400873377 79 77 74 78 79
PDIA4 0.0955582924253818 0.104170038159728 0.0711180729106556 0.0814153132190387 0.226358064562541 56 61 55 64 63
PDIA6 0.101010036592055 -0.0130691500195213 0.0825453297151219 0.119447682874553 0.103193416414325 30 27 25 37 30
PDK1 -0.128953220386006 -0.21685835977496 -0.148869043531001 -0.176322772640463 -0.187894404790796 11 11 8 11 8
PDK3 -0.0353423807921971 -0.128293401009817 0.0154471048054162 0.0134215944132228 0.206578506135472 6 8 8 7 7
PDLIM5 0.0934941743739967 -0.0270124650625816 -0.0352015957185661 0.151618426054186 -0.0179219079972623 3 5 4 3 5
PDP1 -0.0361868028478463 0.00607207948340014 0.322000231442836 0.573402457292307 0.768616747246034 12 12 12 14 17
PDPK1;PDPK2 -0.304861451488449 0.233074148140629 0.0422339490443379 0.136140820712118 0.389243251550975 3 3 2 2 4
PDPR -0.187387707080472 -0.47383885289503 -0.0636409926426958 -0.488309335703363 0.244189468348303 9 6 9 6 8
PDS5A 0.0830342597613001 -0.11609855223658 0.0343080507752953 -0.0318186258263571 -0.0130691500195213 31 40 34 39 41
PDS5B 0.000880312497559428 -0.18205660901025 -0.0298415571367151 -0.110496881917402 -0.0525550094341053 16 23 17 17 17
PDXDC1 0.043229613219038 0.0719518911631988 0.0704816633287803 0.0339535149153336 0.18608134252491 22 19 19 22 22
PDXK -0.100977647724821 0.0613905085596367 0.0503679567987938 0.272297327162762 0.252225928257295 16 15 15 18 18
PDXP 0.0179866503898907 -0.032100843167024 -0.010206942869257 -0.170694233687083 0.131787363522869 4 6 3 3 4
PEBP1 -0.0447438212243978 -0.0374525099396066 0.079950663566213 0.0617066793943475 0.0620681023561374 17 19 10 16 14
PECI -0.198619873219215 -0.184216808092241 -0.0270124650625816 0.0601265176632011 0.28730738286126 6 4 4 6 5
PEF1 0.0338501250323971 0.0513094540491027 0.0176799162006476 0.0170082500594646 -0.0117818594599147 8 9 9 10 8
PELO -0.0739572999433244 0.192925400211099 0.0530146791298072 0.105737114183501 0.266610948344117 8 10 8 8 9
PELP1 -0.0451633516032245 0.0547818620900666 0.0277779067161356 -0.0499095224430581 -0.131721171155929 27 20 17 17 27
PEPD 0.0500393246696077 0.00526099077147169 -0.0514417113826102 0.177669579833778 0.0718609057499235 5 5 7 9 7
PES1 -0.0688771408503078 -0.267356011783887 -0.438292851579147 -0.307428525192247 -0.786930861090286 7 7 4 7 7
PEX1 -0.0831112269313071 -0.0419438299701673 -0.0453031679565721 -0.0179219079972623 -0.0816123228578898 3 5 4 5 5
PEX14 -0.0817486512341679 -0.0827025893302493 0.0140333193748612 0.0455505421137257 0.0343966983553344 8 7 6 8 9
PEX16 -0.0673633671196102 -0.121148056475311 -0.110496881917402 -0.109427426686154 0.356697911515234 1 4 5 4 5
PEX19 0.264477822703463 0.10631161781015 0.235908670506692 0.381366654478768 0.354667246375138 4 4 4 4 5
PEX3 -0.267835392097615 -0.0863761675969373 0.0712847980126146 -0.0626743627633925 0.198559869894895 4 5 5 3 4
PEX5 0.0403336928991648 0.0497555662432511 -0.214622200648548 -0.128293401009817 -0.34289603673962 3 4 3 4 4
PFAS 0.0217457849072465 -0.017351841787775 -0.023752135898995 -0.0554733358984315 -0.122208861700229 36 36 29 36 33
PFDN1 0.0752463928013539 0.0320346249843429 0.0833704953119933 0.11412892778393 0.0879786969421573 10 10 8 11 9
PFDN2 0.00219456475421272 0.0579472309555925 0.00784067459620214 0.0388508573735909 -0.119289768374751 14 17 19 24 17
PFDN4 0.0633940950715332 0.130254909177646 0.084578532949078 0.00472534293694253 0.0250595963594564 8 11 8 14 11
PFDN5 0.00121237310236725 0.0591191277665655 0.0265283172592917 0.016584969016534 -0.0234682805039054 22 24 24 22 22
PFDN6 -0.0142124448121048 0.033658134905111 -0.0461417816447207 0.0164390388267623 -0.065572311593622 13 11 10 15 11
PFKL 0.0559961825212176 0.0330970794442748 0.0678027317703949 0.157624511793712 0.191853873659018 22 23 23 22 27
PFKM -0.0961268893050061 -0.15419432499279 -0.00977712161152997 0.113239170203934 0.100700604744419 28 27 24 28 28
PFKP 0.0197991734002638 -0.0231843692482633 0.0491583624508513 0.0603521491181249 0.0251623581673568 56 63 52 66 61
PFN1 0.0769040775458347 -0.0150693217176481 0.042991780208132 0.0532242317635983 0.0767671323283523 60 62 54 52 59
PFN2 0.0619476179748795 0.103844424114973 0.0481884332372924 0.186787278492547 0.225514422696663 3 4 3 3 2
PGAM1 0.0339978271334401 -0.0514417113826102 0.0225368887605332 0.088408116113446 0.0257350222725707 38 41 41 45 45
PGAM5 0.0714060647353247 -0.0546401305383454 -0.0363274918177651 -0.0172092900322231 -0.060185765046563 18 18 16 17 17
PGD 0.0457143383646672 0.0252504455431863 0.108736368174924 0.129465619591646 0.182605954801773 24 32 27 32 34
PGK1 -0.0650207699484113 -0.0214797274104513 -0.00547185121005944 0.046891239946641 0.0237683576532338 174 183 170 173 166
PGLS 0.112786697048771 -0.119953717505568 0.0869823234966385 0.000245279006257367 0.205530066092144 18 15 13 13 15
PGM1 -0.00230646738316905 -0.00216242115062078 0.0605176346153191 0.116598145918628 0.144935199235577 28 34 29 33 32
PGM2 0.0569863850631959 0.0104104479145083 -0.00992040959306384 0.0760521850920743 0.0694064660931627 27 38 24 26 33
PGM2L1 -0.0465609057577411 -0.00863030514344 0.0904649649811302 0.227438646524851 0.370564106734518 2 8 4 3 7
PGP 0.127746463591527 -0.0756010848240282 -0.0258792730232589 0.0905571313185942 0.128314031696412 3 4 3 3 4
PGRMC1 -0.00273851980692881 -0.0396999177209515 0.0382581496463513 0.05987084466607 0.119557392928177 3 3 3 4 6
PGRMC2 0.128582127603953 -0.00891709473605306 0.0318133787540352 0.210779902218401 0.187493560056138 5 4 4 4 6
PHAX -0.0207688650945718 0.0449848435629295 0.0755656151597797 0.118789597696514 0.0554413661305491 3 4 2 3 5
PHB 0.00290273525938414 -0.10715219863491 -0.0724488500696925 -0.0426443374084937 -0.0510240030244669 24 22 19 31 23
PHB2 -0.000144262291094578 -0.167100968963075 -0.0630887120192842 -0.061292338478294 -0.112099579776235 42 41 35 52 41
PHC2 -0.00201836053430566 -0.11609855223658 -0.0140695825016559 -0.032100843167024 -0.0253123430460691 7 9 9 10 8
PHF10 0.101381442435624 0.0824536737755159 4.32815004523e-05 -0.202135580889848 -0.121811151141987 6 11 9 9 7
PHF14 -0.155878732704143 -0.0968015818491687 -0.149129269909933 -0.36120689023873 -0.351854439132379 4 3 4 4 3
PHF3 0.0666690900587118 -0.0846085753178094 -0.144046369616707 -0.432959407276106 -0.0357646536009747 4 4 4 2 4
PHGDH -0.032100843167024 -0.118226813792948 -0.0771062441059786 -0.0441842575440038 -0.0472591754780128 25 24 25 27 23
PHIP 0.00259919104795725 -0.268554164033543 0.120106068375069 -0.368377246120017 0.303115909144546 7 11 8 6 9
PHKA2 -0.187767747046025 0.442320341108314 0.00594169518286283 0.0465931994049684 0.0811863636720224 3 2 4 3 4
PHPT1 -0.099227865774861 -0.102187793223615 -0.182310918025696 -0.102322191196686 -0.0508847400250935 2 7 6 8 8
PI4K2A -0.036890110540266 0.000793700560156417 0.0592243445561627 0.221471794804065 0.16755551835469 3 6 3 6 9
PI4KA 0.264425834629696 0.104356136329254 0.27282013747502 0.385261891115971 0.395624983025968 9 10 7 8 9
PI4KB -0.0705267208766824 -0.0727232310216204 0.0360080784300859 0.00797123063874327 -0.0207688650945718 3 4 3 4 4
PICALM 0.0674398694951738 0.115034858765591 0.0726496366966173 -0.064331046245984 0.0331856526441237 9 9 9 9 11
PIGS 0.0908336656644417 -0.0989584800881688 0.0179136125246266 -0.0387171075728537 0.236418456745526 15 16 14 13 18
PIGT -0.0160683686276536 0.0197114182274331 0.0573916638883368 0.0414171260331065 0.35225263174416 2 8 7 7 7
PIH1D1 0.0270133234663866 -0.0274371827068512 -0.0306892040711404 -0.132379425052866 -0.224287289892001 6 9 6 7 7
PIK3C3 -0.0330881693321878 -0.00877370706601606 0.00220901373932399 -0.010206942869257 -0.0592168165537987 8 8 9 9 9
PIK3CB -0.035905383742128 -0.00360223668019554 0.10291450301651 0.0428134311763744 0.114004016418594 4 3 4 3 4
PIK3CD 0.132277460413408 0.0059851553071054 0.179498318543953 0.365704129298758 0.557518240446104 2 3 3 2 3
PIK3R1 -0.0692897127155347 0.167814800602956 0.173124115285878 0.226020548613713 0.26711434021189 8 7 13 12 12
PIK3R4 0.0737576216855589 -0.0546401305383454 0.0285134652429439 0.0048990447691594 -0.113300435833361 12 16 14 14 12
PIKFYVE 0.0484868035482445 -0.0525550094341053 0.017519271934256 -0.0506061736907874 0.0963138198697041 4 4 4 3 5
PIN1 0.0379174529325259 0.10403048028446 0.153430464413062 0.0868903852452126 0.130365444186607 7 11 9 8 11
PIP5K1A 0.120011994906087 0.0201356176879056 0.115206737456474 0.204349403283511 0.0252798091970358 2 4 1 3 5
