gene_ENSG_id	gene_symbol	gene_description
NOP9	NA	NOP9 nucleolar protein
NOS3	ENSG00000164867	nitric oxide synthase 3
NOSIP	ENSG00000142546	nitric oxide synthase interacting protein
NOSTRIN	ENSG00000163072	nitric oxide synthase trafficking
NOTCH1	ENSG00000148400	notch 1
NOTCH2	ENSG00000134250	notch 2
NOTCH2NL	ENSG00000213240	notch 2 N-terminal like
NOTCH3	ENSG00000074181	notch 3
NOTCH4	ENSG00000204301	notch 4
NOXO1	ENSG00000196408	NADPH oxidase organizer 1
NPAS1	ENSG00000130751	neuronal PAS domain protein 1
NPAS2	ENSG00000170485	neuronal PAS domain protein 2
NPAT	ENSG00000149308	nuclear protein, ataxia-telangiectasia locus
NPB	ENSG00000183979	neuropeptide B
NPC1	ENSG00000141458	Niemann-Pick disease, type C1
NPC2	ENSG00000119655	Niemann-Pick disease, type C2
NPEPL1	ENSG00000215440	aminopeptidase-like 1
NPEPPS	ENSG00000141279	aminopeptidase puromycin sensitive
NPHP3	ENSG00000113971	nephronophthisis 3 (adolescent)
NPHP4	ENSG00000131697	nephronophthisis 4
NPIP	ENSG00000183426	nuclear pore complex interacting protein family, member A1 pseudogene
NPIPL2	ENSG00000196436	NA
NPIPP1	ENSG00000253459	nuclear pore complex interacting protein pseudogene 1
NPL	ENSG00000135838	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)
NPLOC4	ENSG00000182446	NPL4 homolog, ubiquitin recognition factor
NPM1	ENSG00000181163	nucleophosmin (nucleolar phosphoprotein B23, numatrin)
NPM2	ENSG00000158806	nucleophosmin/nucleoplasmin 2
NPM3	ENSG00000107833	nucleophosmin/nucleoplasmin 3
NPPC	ENSG00000163273	natriuretic peptide C
NPR2	ENSG00000159899	natriuretic peptide receptor 2
NPRL2	ENSG00000114388	NPR2-like, GATOR1 complex subunit
NPTN	ENSG00000156642	neuroplastin
NPW	ENSG00000183971	neuropeptide W
NQO1	ENSG00000181019	NAD(P)H dehydrogenase, quinone 1
NQO2	ENSG00000124588	NAD(P)H dehydrogenase, quinone 2
NR1D1	ENSG00000126368	nuclear receptor subfamily 1 group D member 1
NR1D2	ENSG00000174738	nuclear receptor subfamily 1 group D member 2
NR1H2	ENSG00000131408	nuclear receptor subfamily 1 group H member 2
NR1H3	ENSG00000025434	nuclear receptor subfamily 1 group H member 3
NR1I3	ENSG00000143257	nuclear receptor subfamily 1 group I member 3
NR2C1	ENSG00000120798	nuclear receptor subfamily 2 group C member 1
NR2C2	ENSG00000177463	nuclear receptor subfamily 2 group C member 2
NR2C2AP	ENSG00000184162	nuclear receptor 2C2-associated protein
NR2F6	ENSG00000160113	nuclear receptor subfamily 2 group F member 6
NR3C1	ENSG00000113580	nuclear receptor subfamily 3 group C member 1
NR3C2	ENSG00000151623	nuclear receptor subfamily 3 group C member 2
NR4A1	ENSG00000123358	nuclear receptor subfamily 4 group A member 1
NR6A1	ENSG00000148200	nuclear receptor subfamily 6 group A member 1
NRARP	ENSG00000198435	NOTCH-regulated ankyrin repeat protein
NRAS	ENSG00000213281	neuroblastoma RAS viral (v-ras) oncogene homolog
NRAS;HRAS	NA	NA
NRBF2	ENSG00000148572	nuclear receptor binding factor 2
NRBP1	ENSG00000115216	nuclear receptor binding protein 1
NRD1	ENSG00000078618	NA
NRDE2	NA	NRDE-2, necessary for RNA interference, domain containing
NRF1	ENSG00000106459	nuclear respiratory factor 1
NRG4	ENSG00000169752	neuregulin 4
NRGN	ENSG00000154146	neurogranin
NRIP1	ENSG00000180530	nuclear receptor interacting protein 1
NRIP2	ENSG00000053702	nuclear receptor interacting protein 2
NRL	ENSG00000129535	neural retina leucine zipper
NRM	ENSG00000137404	nurim (nuclear envelope membrane protein)
NRN1	ENSG00000124785	neuritin 1
NRP1	ENSG00000099250	neuropilin 1
NSA2	ENSG00000164346	NSA2, ribosome biogenesis homolog
NSD1	ENSG00000165671	nuclear receptor binding SET domain protein 1
NSDHL	ENSG00000147383	NAD(P) dependent steroid dehydrogenase-like
NSF	ENSG00000073969	N-ethylmaleimide sensitive factor
NSFL1C	ENSG00000088833	NSFL1 (p97) cofactor (p47)
NSL1	ENSG00000117697	NSL1, MIS12 kinetochore complex component
NSMAF	ENSG00000035681	neutral sphingomyelinase activation associated factor
NSMCE1	ENSG00000169189	NSE1 homolog, SMC5-SMC6 complex component
NSMCE2	ENSG00000156831	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
NSMCE4A	ENSG00000107672	NSE4 homolog A, SMC5-SMC6 complex component
NSUN2	ENSG00000037474	NOP2/Sun RNA methyltransferase family member 2
NSUN3	ENSG00000178694	NOP2/Sun RNA methyltransferase family member 3
NSUN4	ENSG00000117481	NOP2/Sun RNA methyltransferase family member 4
NSUN5	ENSG00000130305	NOP2/Sun RNA methyltransferase family member 5
NSUN5P1	ENSG00000223705	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
NSUN6	ENSG00000241058	NOP2/Sun RNA methyltransferase family member 6
NT5C	ENSG00000125458	5', 3'-nucleotidase, cytosolic
NT5C2	ENSG00000076685	5'-nucleotidase, cytosolic II
NT5C3	ENSG00000122643	NA
NT5C3L	ENSG00000141698	NA
NT5DC1	ENSG00000178425	5'-nucleotidase domain containing 1
NT5DC2	ENSG00000168268	5'-nucleotidase domain containing 2
NT5DC3	ENSG00000111696	5'-nucleotidase domain containing 3
NT5M	ENSG00000205309	5',3'-nucleotidase, mitochondrial
NTAN1	ENSG00000157045	N-terminal asparagine amidase
NTHL1	ENSG00000065057	nth-like DNA glycosylase 1
NTN1	ENSG00000065320	netrin 1
NTN5	ENSG00000142233	netrin 5
NTNG2	ENSG00000196358	netrin G2
NTPCR	NA	nucleoside-triphosphatase, cancer-related
NUB1	ENSG00000013374	negative regulator of ubiquitin-like proteins 1
NUBP1	ENSG00000103274	nucleotide binding protein 1
NUBP2	ENSG00000095906	nucleotide binding protein 2
NUBPL	ENSG00000151413	nucleotide binding protein-like
NUCB1	ENSG00000104805	nucleobindin 1
NUCB2	ENSG00000070081	nucleobindin 2
NUCKS1	ENSG00000069275	nuclear casein kinase and cyclin-dependent kinase substrate 1
NUDC	ENSG00000090273	nudC nuclear distribution protein
NUDCD1	ENSG00000120526	NudC domain containing 1
NUDCD2	ENSG00000170584	NudC domain containing 2
NUDCD3	ENSG00000015676	NudC domain containing 3
NUDT1	ENSG00000106268	nudix hydrolase 1
NUDT10	ENSG00000122824	nudix hydrolase 10
NUDT11	ENSG00000196368	nudix hydrolase 11
NUDT11;NUDT10	NA	NA
NUDT12	ENSG00000112874	nudix hydrolase 12
NUDT13	ENSG00000166321	nudix hydrolase 13
NUDT15	ENSG00000136159	nudix hydrolase 15
NUDT16L1	ENSG00000168101	nudix hydrolase 16 like 1
NUDT17	ENSG00000186364	nudix hydrolase 17
NUDT18	ENSG00000173566	nudix hydrolase 18
NUDT19	ENSG00000213965	nudix hydrolase 19
NUDT2	ENSG00000164978	nudix hydrolase 2
NUDT21	ENSG00000167005	nudix hydrolase 21
NUDT22	ENSG00000149761	nudix hydrolase 22
NUDT3	ENSG00000112664	nudix hydrolase 3
NUDT4	ENSG00000173598	nudix hydrolase 4
NUDT5	ENSG00000165609	nudix hydrolase 5
NUDT6	ENSG00000170917	nudix hydrolase 6
NUDT8	ENSG00000167799	nudix hydrolase 8
NUDT9	ENSG00000170502	nudix hydrolase 9
NUF2	ENSG00000143228	NUF2, NDC80 kinetochore complex component
NUFIP1	ENSG00000083635	nuclear fragile X mental retardation protein interacting protein 1
NUFIP2	ENSG00000108256	nuclear fragile X mental retardation protein interacting protein 2
NUMA1	ENSG00000137497	nuclear mitotic apparatus protein 1
NUMB	ENSG00000133961	numb homolog (Drosophila)
NUMBL	ENSG00000105245	numb homolog (Drosophila)-like
NUP107	ENSG00000111581	nucleoporin 107kDa
NUP133	ENSG00000069248	nucleoporin 133kDa
NUP153	ENSG00000124789	nucleoporin 153kDa
NUP155	ENSG00000113569	nucleoporin 155kDa
NUP160	ENSG00000030066	nucleoporin 160kDa
NUP188	ENSG00000095319	nucleoporin 188kDa
NUP205	ENSG00000155561	nucleoporin 205kDa
NUP210	ENSG00000132182	nucleoporin 210kDa
NUP214	ENSG00000126883	nucleoporin 214kDa
NUP35	ENSG00000163002	nucleoporin 35kDa
NUP37	ENSG00000075188	nucleoporin 37kDa
NUP43	ENSG00000120253	nucleoporin 43kDa
NUP50	ENSG00000093000	nucleoporin 50kDa
NUP54	ENSG00000138750	nucleoporin 54kDa
NUP62	ENSG00000213024	nucleoporin 62kDa
NUP62CL	ENSG00000198088	nucleoporin 62kDa C-terminal like
NUP85	ENSG00000125450	nucleoporin 85kDa
NUP88	ENSG00000108559	nucleoporin 88kDa
NUP93	ENSG00000102900	nucleoporin 93kDa
NUP98	ENSG00000110713	nucleoporin 98kDa
NUPL1	ENSG00000139496	NA
NUPL2	ENSG00000136243	nucleoporin like 2
NUS1	ENSG00000153989	NUS1 dehydrodolichyl diphosphate synthase subunit
NUS1P1	ENSG00000235636	NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 1
NUSAP1	ENSG00000137804	nucleolar and spindle associated protein 1
NUTF2	ENSG00000102898	nuclear transport factor 2
NVL	ENSG00000143748	nuclear VCP-like
NXF1	ENSG00000162231	nuclear RNA export factor 1
NXF3	ENSG00000147206	nuclear RNA export factor 3
NXN	ENSG00000167693	nucleoredoxin
NXT1	ENSG00000132661	nuclear transport factor 2-like export factor 1
NXT2	ENSG00000101888	nuclear transport factor 2-like export factor 2
OAT	ENSG00000065154	ornithine aminotransferase
OAZ1	ENSG00000104904	ornithine decarboxylase antizyme 1
OAZ2	ENSG00000180304	ornithine decarboxylase antizyme 2
OAZ3	ENSG00000143450	ornithine decarboxylase antizyme 3
OBFC1	ENSG00000107960	oligonucleotide/oligosaccharide-binding fold containing 1
OBFC2A	ENSG00000173559	NA
OBFC2B	ENSG00000139579	NA
OBSCN	ENSG00000154358	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
OCEL1	ENSG00000099330	occludin/ELL domain containing 1
OCIAD1	ENSG00000109180	OCIA domain containing 1
OCIAD2	ENSG00000145247	OCIA domain containing 2
OCLN	ENSG00000197822	occludin
OCRL	ENSG00000122126	oculocerebrorenal syndrome of Lowe
ODC1	ENSG00000115758	ornithine decarboxylase 1
ODF2	ENSG00000136811	outer dense fiber of sperm tails 2
ODF2L	ENSG00000122417	outer dense fiber of sperm tails 2-like
ODZ1	ENSG00000009694	NA
OFD1	ENSG00000046651	oral-facial-digital syndrome 1
OGDH	ENSG00000105953	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
OGFOD1	ENSG00000087263	2-oxoglutarate and iron-dependent oxygenase domain containing 1
OGFOD2	ENSG00000111325	2-oxoglutarate and iron-dependent oxygenase domain containing 2
OGFR	ENSG00000060491	opioid growth factor receptor
OGG1	ENSG00000114026	8-oxoguanine DNA glycosylase
OGN	ENSG00000106809	osteoglycin
OGT	ENSG00000147162	O-linked N-acetylglucosamine (GlcNAc) transferase
OIP5	ENSG00000104147	Opa interacting protein 5
OLA1	ENSG00000138430	Obg-like ATPase 1
OLFM2	ENSG00000105088	olfactomedin 2
OMA1	ENSG00000162600	OMA1 zinc metallopeptidase
OPA1	ENSG00000198836	optic atrophy 1 (autosomal dominant)
OPA3	ENSG00000125741	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)
OPLAH	ENSG00000178814	5-oxoprolinase (ATP-hydrolysing)
OPN1SW	ENSG00000128617	opsin 1 (cone pigments), short-wave-sensitive
OPN3	ENSG00000054277	opsin 3
OPTN	ENSG00000123240	optineurin
OR10R3P	ENSG00000198703	olfactory receptor family 10 subfamily R member 3 pseudogene
OR10T1P	ENSG00000203758	olfactory receptor family 10 subfamily T member 1 pseudogene
OR10T2	ENSG00000186306	olfactory receptor family 10 subfamily T member 2
ORAI1	ENSG00000182500	ORAI calcium release-activated calcium modulator 1
ORAI2	ENSG00000160991	ORAI calcium release-activated calcium modulator 2
ORAI3	ENSG00000175938	ORAI calcium release-activated calcium modulator 3
ORAOV1	ENSG00000149716	oral cancer overexpressed 1
ORC1L	ENSG00000085840	NA
ORC2	ENSG00000115942	origin recognition complex subunit 2
ORC2L	ENSG00000115942	NA
ORC3	ENSG00000135336	origin recognition complex subunit 3
ORC3L	ENSG00000135336	NA
ORC4L	ENSG00000115947	NA
ORC5L	ENSG00000164815	NA
ORC6L	ENSG00000091651	NA
ORMDL1	ENSG00000128699	ORMDL sphingolipid biosynthesis regulator 1
ORMDL2	ENSG00000123353	ORMDL sphingolipid biosynthesis regulator 2
ORMDL3	ENSG00000172057	ORMDL sphingolipid biosynthesis regulator 3
OS9	ENSG00000135506	osteosarcoma amplified 9, endoplasmic reticulum lectin
OSBP	ENSG00000110048	oxysterol binding protein
OSBP2	ENSG00000184792	oxysterol binding protein 2
OSBPL11	ENSG00000144909	oxysterol binding protein like 11
OSBPL2	ENSG00000130703	oxysterol binding protein like 2
OSBPL3	ENSG00000070882	oxysterol binding protein like 3
OSBPL5	ENSG00000021762	oxysterol binding protein like 5
OSBPL6	ENSG00000079156	oxysterol binding protein like 6
OSBPL7	ENSG00000006025	oxysterol binding protein like 7
OSBPL8	ENSG00000091039	oxysterol binding protein like 8
OSBPL9	ENSG00000117859	oxysterol binding protein like 9
OSCP1	ENSG00000116885	organic solute carrier partner 1
OSGEP	ENSG00000092094	O-sialoglycoprotein endopeptidase
OSGEPL1	ENSG00000128694	O-sialoglycoprotein endopeptidase-like 1
OSGIN2	ENSG00000164823	oxidative stress induced growth inhibitor family member 2
OSR2	ENSG00000164920	odd-skipped related transciption factor 2
OST4	ENSG00000228474	oligosaccharyltransferase complex subunit 4 (non-catalytic)
OSTC	ENSG00000198856	oligosaccharyltransferase complex subunit (non-catalytic)
OSTF1	ENSG00000134996	osteoclast stimulating factor 1
OSTM1	ENSG00000081087	osteopetrosis associated transmembrane protein 1
OTOF	ENSG00000115155	otoferlin
OTUB1	ENSG00000167770	OTU deubiquitinase, ubiquitin aldehyde binding 1
OTUB2	ENSG00000089723	OTU deubiquitinase, ubiquitin aldehyde binding 2
OTUD1	ENSG00000165312	OTU deubiquitinase 1
OTUD3	ENSG00000169914	OTU deubiquitinase 3
OTUD4	ENSG00000164164	OTU deubiquitinase 4
OTUD5	ENSG00000068308	OTU deubiquitinase 5
OTUD6B	ENSG00000155100	OTU domain containing 6B
OTUD7B	ENSG00000163113	OTU deubiquitinase 7B
OTX1	ENSG00000115507	orthodenticle homeobox 1
OVCA2	ENSG00000214014	ovarian tumor suppressor candidate 2
OVGP1	ENSG00000085465	oviductal glycoprotein 1
OXA1L	ENSG00000155463	oxidase (cytochrome c) assembly 1-like
OXCT1	ENSG00000083720	3-oxoacid CoA-transferase 1
OXNAD1	ENSG00000154814	oxidoreductase NAD-binding domain containing 1
OXR1	ENSG00000164830	oxidation resistance 1
OXSM	ENSG00000151093	3-oxoacyl-ACP synthase, mitochondrial
OXSR1	ENSG00000172939	oxidative stress responsive 1
OXTR	ENSG00000180914	oxytocin receptor
P2RX1	ENSG00000108405	purinergic receptor P2X, ligand gated ion channel, 1
P2RX4	ENSG00000135124	purinergic receptor P2X, ligand gated ion channel, 4
P2RX5	ENSG00000083454	purinergic receptor P2X, ligand gated ion channel, 5
P2RX6	ENSG00000099957	purinergic receptor P2X, ligand gated ion channel, 6
P2RY11	ENSG00000244165	purinergic receptor P2Y, G-protein coupled, 11
P2RY8	ENSG00000182162	purinergic receptor P2Y, G-protein coupled, 8
P4HA1	ENSG00000122884	prolyl 4-hydroxylase, alpha polypeptide I
P4HB	ENSG00000185624	prolyl 4-hydroxylase, beta polypeptide
P4HTM	ENSG00000178467	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)
PA2G4	ENSG00000170515	proliferation-associated 2G4
PA2G4P1	ENSG00000237828	proliferation-associated 2G4 pseudogene 1
PA2G4P2	ENSG00000235698	proliferation-associated 2G4 pseudogene 2
PA2G4P4	ENSG00000230457	proliferation-associated 2G4 pseudogene 4
PAAF1	ENSG00000175575	proteasomal ATPase associated factor 1
PABPC1	ENSG00000070756	poly(A) binding protein, cytoplasmic 1
PABPC1L	ENSG00000101104	poly(A) binding protein, cytoplasmic 1-like
PABPC1P3	ENSG00000230673	poly(A) binding protein, cytoplasmic 1 pseudogene 3
PABPC3	ENSG00000151846	poly(A) binding protein, cytoplasmic 3
PABPC4	ENSG00000090621	poly(A) binding protein, cytoplasmic 4 (inducible form)
PABPN1	ENSG00000100836	poly(A) binding protein, nuclear 1
PACRGL	ENSG00000163138	PARK2 co-regulated like
PACS1	ENSG00000175115	phosphofurin acidic cluster sorting protein 1
PACS2	ENSG00000179364	phosphofurin acidic cluster sorting protein 2
PACSIN1	ENSG00000124507	protein kinase C and casein kinase substrate in neurons 1
PACSIN2	ENSG00000100266	protein kinase C and casein kinase substrate in neurons 2
PACSIN3	ENSG00000165912	protein kinase C and casein kinase substrate in neurons 3
PAF1	ENSG00000006712	PAF1 homolog, Paf1/RNA polymerase II complex component
PAFAH1B1	ENSG00000007168	platelet activating factor acetylhydrolase 1b regulatory subunit 1
PAFAH1B2	ENSG00000168092	platelet activating factor acetylhydrolase 1b catalytic subunit 2
PAFAH1B3	ENSG00000079462	platelet activating factor acetylhydrolase 1b catalytic subunit 3
PAFAH2	ENSG00000158006	platelet-activating factor acetylhydrolase 2
PAICS	ENSG00000128050	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase
PAIP1	ENSG00000172239	poly(A) binding protein interacting protein 1
PAIP2	ENSG00000120727	poly(A) binding protein interacting protein 2
PAIP2B	ENSG00000124374	poly(A) binding protein interacting protein 2B
PAK1	ENSG00000149269	p21 protein (Cdc42/Rac)-activated kinase 1
PAK1IP1	ENSG00000111845	PAK1 interacting protein 1
PAK2	ENSG00000180370	p21 protein (Cdc42/Rac)-activated kinase 2
PAK4	ENSG00000130669	p21 protein (Cdc42/Rac)-activated kinase 4
PALB2	ENSG00000083093	partner and localizer of BRCA2
PALD1	NA	phosphatase domain containing, paladin 1
PALLD	ENSG00000129116	palladin, cytoskeletal associated protein
PAM	ENSG00000145730	peptidylglycine alpha-amidating monooxygenase
PAM16	ENSG00000217930	presequence translocase-associated motor 16 homolog (S. cerevisiae)
PAN2	ENSG00000135473	PAN2 poly(A) specific ribonuclease subunit
PAN3	ENSG00000152520	PAN3 poly(A) specific ribonuclease subunit
PANK1	ENSG00000152782	pantothenate kinase 1
PANK2	ENSG00000125779	pantothenate kinase 2
PANK3	ENSG00000120137	pantothenate kinase 3
PANK4	ENSG00000157881	pantothenate kinase 4
PANX1	ENSG00000110218	pannexin 1
PAPD4	ENSG00000164329	PAP associated domain containing 4
PAPD5	ENSG00000121274	PAP associated domain containing 5
PAPD7	ENSG00000112941	PAP associated domain containing 7
PAPLN	ENSG00000100767	papilin, proteoglycan-like sulfated glycoprotein
PAPOLA	ENSG00000090060	poly(A) polymerase alpha
PAPOLG	ENSG00000115421	poly(A) polymerase gamma
PAPSS1	ENSG00000138801	3'-phosphoadenosine 5'-phosphosulfate synthase 1
PAQR3	ENSG00000163291	progestin and adipoQ receptor family member III
PAQR4	ENSG00000162073	progestin and adipoQ receptor family member IV
PAQR6	ENSG00000160781	progestin and adipoQ receptor family member VI
PAQR7	ENSG00000182749	progestin and adipoQ receptor family member VII
PAQR8	ENSG00000170915	progestin and adipoQ receptor family member VIII
PAQR9	ENSG00000188582	progestin and adipoQ receptor family member IX
PARD3	ENSG00000148498	par-3 family cell polarity regulator
PARD3B	ENSG00000116117	par-3 family cell polarity regulator beta
PARD6A	ENSG00000102981	par-6 family cell polarity regulator alpha
PARD6B	ENSG00000124171	par-6 family cell polarity regulator beta
PARG	ENSG00000227345	poly(ADP-ribose) glycohydrolase
PARK7	ENSG00000116288	parkinson protein 7
PARL	ENSG00000175193	presenilin associated, rhomboid-like
PARN	ENSG00000140694	poly(A)-specific ribonuclease
PARP1	ENSG00000143799	poly(ADP-ribose) polymerase 1
PARP10	ENSG00000178685	poly(ADP-ribose) polymerase family member 10
PARP11	ENSG00000111224	poly(ADP-ribose) polymerase family member 11
PARP12	ENSG00000059378	poly(ADP-ribose) polymerase family member 12
PARP14	ENSG00000173193	poly(ADP-ribose) polymerase family member 14
PARP16	ENSG00000138617	poly(ADP-ribose) polymerase family member 16
PARP2	ENSG00000129484	poly(ADP-ribose) polymerase 2
PARP3	ENSG00000041880	poly(ADP-ribose) polymerase family member 3
PARP4	ENSG00000102699	poly(ADP-ribose) polymerase family member 4
PARP6	ENSG00000137817	poly(ADP-ribose) polymerase family member 6
PARP8	ENSG00000151883	poly(ADP-ribose) polymerase family member 8
PARP9	ENSG00000138496	poly(ADP-ribose) polymerase family member 9
PARS2	ENSG00000162396	prolyl-tRNA synthetase 2, mitochondrial (putative)
PARVG	ENSG00000138964	parvin gamma
PASK	ENSG00000115687	PAS domain containing serine/threonine kinase
PATL1	ENSG00000166889	protein associated with topoisomerase II homolog 1 (yeast)
PATZ1	ENSG00000100105	POZ (BTB) and AT hook containing zinc finger 1
PAWR	ENSG00000177425	PRKC, apoptosis, WT1, regulator
PAX6	ENSG00000007372	paired box 6
PAX8	ENSG00000125618	paired box 8
PAX9	ENSG00000198807	paired box 9
PAXBP1	NA	PAX3 and PAX7 binding protein 1
PAXIP1	ENSG00000157212	PAX interacting (with transcription-activation domain) protein 1
PBDC1	NA	polysaccharide biosynthesis domain containing 1
PBEF1	ENSG00000105835	NA
PBK	ENSG00000168078	PDZ binding kinase
PBLD	ENSG00000108187	phenazine biosynthesis-like protein domain containing
PBRM1	ENSG00000163939	polybromo 1
PBX2	ENSG00000204304	pre-B-cell leukemia homeobox 2
PBX3	ENSG00000167081	pre-B-cell leukemia homeobox 3
PBX4	ENSG00000105717	pre-B-cell leukemia homeobox 4
PBXIP1	ENSG00000163346	pre-B-cell leukemia homeobox interacting protein 1
PC	ENSG00000173599	pyruvate carboxylase
